FID,Town_ID,Name,County,Pop_2010,Pop_2000,Pop_1990,Type,Lon,Lat,Elevation,Alt_Names,Max_2010,Max_2000,Max_1990,GeoID10,Shifted
561,562,Trident,Gallatin,11,5,2,"2-mile diameter circle, Part of a CDP",-111.4769974,45.94739914,4039,Partly in the Wheatland CDP (3079695),55,16,147, ,0
562,563,Trout Creek,Sanders,242,261,216,Census Designated Place,-115.5979996,47.8368988,2375, ,242,318,245,3074950,0
563,564,Turah,Missoula,306,166,29,Census Designated Place,-113.8239975,46.83589935,3323, ,306,652,917,3075175,1
564,565,Twodot,Wheatland,28,42,26,2-mile diameter circle,-110.072998,46.42440033,4439, ,155,157,217, ,0
565,566,Unionville,Lewis And Clark,139,184,156,2-mile diameter circle,-112.0849991,46.54130173,4915, ,331,370,281, ,0
566,567,Utica,Judith Basin,27,24,18,2-mile diameter circle,-110.0920029,46.96829987,4475, ,51,54,110, ,0
567,568,Valentine,Fergus,0,1,0,2-mile diameter circle,-108.4219971,47.31420135,2867, ,20,64,15, ,1
568,569,Valleytown,Phillips,1,1,1,2-mile diameter circle,-107.2460022,48.68450165,2274, ,14,28,100, ,1
569,570,Vananda,Rosebud,1,1,1,2-mile diameter circle,-107.0019989,46.39189911,2713, ,106,171,47, ,0
570,571,Vandalia,Valley,6,6,4,2-mile diameter circle,-106.9100037,48.35469818,2126, ,21,23,121, ,0
571,572,Vendome,Jefferson,14,12,8,2-mile diameter circle,-112.2429962,45.81769943,4839, ,129,140,40, ,0
572,573,Vida,McCone,18,20,10,2-mile diameter circle,-105.4929962,47.83369827,2395, ,47,70,61, ,1
573,574,Virgelle,Chouteau,11,2,1,2-mile diameter circle,-110.25,48.01530075,2579, ,47,34,50, ,0
574,575,Volborg,Custer,1,2,1,2-mile diameter circle,-105.6809998,45.84280014,2986, ,24,20,29, ,0
575,576,Volt,Roosevelt,2,2,1,2-mile diameter circle,-105.7180023,48.38909912,2743, ,27,28,31, ,1
576,577,Wagner,Phillips,18,15,19,2-mile diameter circle,-108.0780029,48.37060165,2293, ,124,136,153, ,0
577,578,Warren,Carbon,0,0,0,2-mile diameter circle,-108.6579971,45.06000137,4419, ,2,2,19, ,0
578,579,Warrick,Chouteau,0,2,1,2-mile diameter circle,-109.6060028,48.07170105,3934, ,11,25,63, ,0
579,580,Washoe,Carbon,3,3,9,2-mile diameter circle,-109.2129974,45.16379929,4993, ,12,19,32, ,0
580,581,Waterloo,Madison,76,48,29,2-mile diameter circle,-112.1920013,45.72190094,4465, ,125,110,124, ,0
581,582,Webster,Fallon,1,1,1,2-mile diameter circle,-104.2470016,46.05500031,3320, ,18,25,54, ,0
582,583,Weeksville,Sanders,83,58,19,Census Designated Place,-114.9940033,47.52299881,2448, ,83,211,222,3078775,0
583,584,Weldon,McCone,1,1,1,2-mile diameter circle,-105.8980026,47.61560059,2497, ,43,65,51, ,1
584,585,West Fork,Daniels,0,1,2,2-mile diameter circle,-105.9120026,48.68700027,2841, ,5,19,28, ,0
585,586,West Riverside,Missoula,1375,1253,1258,Manually defined region,-113.8850021,46.87850189,3291,Part of the Bonner-West Riverside CDP (3008462),1478,1346,1351, ,1
586,587,West Valley,Deer Lodge,621,685,753,2-mile diameter circle,-113.0230026,46.15190125,5499, ,1149,1441,1748, ,0
587,588,Wetzel,Glacier,12,10,0,2-mile diameter circle,-113.1650009,48.75329971,4760, ,20,34,28, ,0
588,589,White Haven,Lincoln,577,576,582,Census Designated Place,-115.5169983,48.34500122,2238, ,577,1436,1172,3079935,0
589,590,Whitetail,Daniels,14,14,38,2-mile diameter circle,-105.1620026,48.89640045,2500, ,25,46,57, ,1
590,591,Whitlash,Liberty,8,9,13,2-mile diameter circle,-111.2529984,48.90829849,3940, ,27,43,172, ,0
591,592,Wickes,Jefferson,32,22,10,"2-mile diameter circle, Part of a CDP",-112.1029968,46.34970093,5197,Partly in the Jefferson City CDP (3039400),95,103,72, ,0
592,593,Willard,Fallon,9,3,2,2-mile diameter circle,-104.3649979,46.19409943,3327, ,20,14,81, ,1
593,594,Windham,Judith Basin,23,30,45,2-mile diameter circle,-110.1399994,47.07860184,4265, ,76,75,99, ,0
594,595,Winston,Broadwater,147,76,50,Census Designated Place,-111.6589966,46.47660065,4357, ,147,181,229,3081175,0
595,596,Wisdom,Beaverhead,98,112,134,Census Designated Place,-113.4499969,45.61660004,6053, ,98,131,179,3081250,1
596,597,Wise River,Beaverhead,46,49,24,2-mile diameter circle,-112.9489975,45.79130173,5659, ,91,102,189, ,0
597,598,Wolf Creek,Lewis And Clark,32,38,18,2-mile diameter circle,-112.0690002,47.0060997,3563, ,127,152,119, ,0
598,599,Woods Bay,Lake,661,731,536,Census Designated Place,-114.0500031,48.00159836,2913, ,661,847,679,3081700,0
599,600,Woods Crossing,Chouteau,2,2,2,2-mile diameter circle,-111.2679977,47.87919998,3091, ,25,21,24, ,1
600,601,Woodside,Ravalli,270,304,175,2-mile diameter circle,-114.1549988,46.31330109,3488, ,653,727,660, ,0
601,602,Woodworth,Powell,15,22,7,2-mile diameter circle,-113.3030014,47.10630035,4239, ,40,50,17, ,0
602,603,Yaak,Lincoln,248,168,109,Census Designated Place,-115.7089996,48.83300018,2982, ,248,172,212,3082130,0
603,604,York,Lewis And Clark,83,79,40,2-mile diameter circle,-111.7519989,46.72159958,3967, ,164,255,152, ,0
604,605,Zortman,Phillips,69,38,15,Census Designated Place,-108.526001,47.9178009,4032, ,69,72,216,3082675,0
605,606,Zurich,Blaine,39,23,11,2-mile diameter circle,-109.0299988,48.58440018,2385, ,115,140,133, ,0
606,607,Saint Marie,Valley,264,183,65,Census Designated Place,-106.5500031,48.40480042,2756,Shown as Glasgow AFB in previous version,264,287,78,3065400,0
607,608,Malmstrom AFB,Cascade,3472,4499,5915,Census Designated Place,-111.2009964,47.50899887,3478, ,3472,4574,5977,3047275,0
608,609,Four Corners,Gallatin,3146,1827,1497,Census Designated Place,-111.1849976,45.67110062,4715, ,3146,1965,1779,3028862,0
609,610,Tyler,Fergus,1,1,1,2-mile diameter circle,-108.8730011,46.8302002,4150, ,59,138,120, ,0
610,611,Columbia Heights,Flathead,453,504,324,2-mile diameter circle,-114.1460037,48.3655014,3100, ,1013,1045,694, ,0
611,612,Birney,Rosebud,14,20,10,2-mile diameter circle,-106.5149994,45.32170105,3123, ,26,42,78, ,0
612,613,Goldcreek,Powell,21,12,7,2-mile diameter circle,-112.9280014,46.58430099,4193,Spelled as Gold Creek in previous version,118,69,183, ,0
613,614,Ashland,Rosebud,824,865,858,Census Designated Place,-106.2710037,45.5943985,2920, ,824,949,1038,3002800,1
614,615,Baker,Fallon,1741,1693,1815,Incorporated Place,-104.2750015,46.36790085,2972, ,1741,1819,1948,3003475,1
615,616,Brockton,Roosevelt,255,245,365,Incorporated Place,-104.9179993,48.14979935,1975, ,255,255,365,3010000,1
616,617,Dutton,Teton,316,386,390,Incorporated Place,-111.7170029,47.84820175,3717, ,316,428,433,3022600,1
617,618,Froid,Roosevelt,185,194,194,Incorporated Place,-104.4929962,48.33560181,2034, ,185,218,235,3029500,1
618,619,Grass Range,Fergus,110,141,155,Incorporated Place,-108.8040009,47.02550125,3481,Spelled as Grassrange in previous version,110,185,185,3032575,0
619,620,Havre,Hill,9310,9515,10191,Incorporated Place,-109.6790009,48.54919815,2493, ,9310,10087,10951,3035050,0
620,621,Richey,Dawson,177,185,256,Incorporated Place,-105.0709991,47.64379883,2497, ,177,213,277,3062275,0
621,622,Reed Point,Stillwater,193,183,114,Census Designated Place,-109.5419998,45.70849991,3753, ,193,193,120,3061900,1
622,623,Highwood,Chouteau,176,186,80,Census Designated Place,-110.7959976,47.5848999,3425, ,176,356,276,3036250,0
623,624,Fort Harrison,Lewis and Clark,96,124,190,"2-mile diameter circle, Part of a CDP",-112.1060028,46.6216011,4006,Part of the Helena West Side and Helena Valley West Central CDPs,344,380,415, ,0
624,626,Starr School,Glacier,252,242,249,Census Designated Place,-113.1399994,48.58950043,4682,New town from previous version,252,323,348,3070825,0
625,625,Lockwood,Yellowstone,6797,5698,4937,Census Designated Place,-108.4140015,45.81259918,3143,New town from previous version,6797,7430,5703,3044200,0
626,627,Pioneer Junction,Lincoln,959,917,937,Census Designated Place,-115.5189972,48.33610153,2277,New town from previous version,959,1726,1619,3057950,0
627,628,Piltzville,Missoula,395,65,22,Census Designated Place,-113.862999,46.86130142,3294,New town from previous version,395,537,821,3057475,0
628,629,Carlton,Missoula,694,444,458,Census Designated Place,-114.0790024,46.67580032,3225,New town from previous version,694,1242,926,3012435,0
