OBJECTID,Campground,Type,Managed_by,Ramp_Type,Ramp_Type2,Num_sites,Fee,Lat,Long,Website,Transparency,SymbolID
1,Arod Lake,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,1,N,47.99550818,-112.028421,http://fwp.mt.gov/fishing/siteDetail.html?id=282414,,
2,Bratten,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,5,Y,45.71669043,-109.6301672,http://fwp.mt.gov/fishing/siteDetail.html?id=283069,,
3,Brownes Bridge,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,5,N,45.5467106,-112.6923047,http://fwp.mt.gov/fishing/siteDetail.html?id=281665,,
4,Corrick's River Bend,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,12,Y,46.95137587,-113.5385004,http://fwp.mt.gov/fishing/siteDetail.html?id=280935,,
5,Ennis,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,18,Y,45.34442363,-111.7230867,http://fwp.mt.gov/fishing/siteDetail.html?id=281716,,
6,Fresno Tailwater,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,4,N,48.59837942,-109.9409946,http://fwp.mt.gov/fishing/siteDetail.html?id=283536,,
7,Glen,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,7,N,45.46665995,-112.6690591,http://fwp.mt.gov/fishing/siteDetail.html?id=281742,,
8,Greycliff,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,12,Y,45.70191283,-111.5141786,http://fwp.mt.gov/fishing/siteDetail.html?id=281578,,
9,Harry Morgan,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,4,Y,46.98094999,-113.0973163,http://fwp.mt.gov/fishing/siteDetail.html?id=280695,,
10,Indian Fort,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,30,Y,45.71536628,-109.5485694,http://fwp.mt.gov/fishing/siteDetail.html?id=283195,,
11,Maidenrock,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,10,Y,45.65558284,-112.6961063,http://fwp.mt.gov/fishing/siteDetail.html?id=281451,,
12,Mid Canon,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,5,Y,47.12547744,-111.8850831,http://fwp.mt.gov/fishing/siteDetail.html?id=282598,,
13,Newlan Creek Reservoir,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,15,Y,46.64272936,-110.9372431,http://fwp.mt.gov/fishing/siteDetail.html?id=633671,,
14,Notch Bottom,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,3,N,45.43651179,-112.566458,http://fwp.mt.gov/fishing/siteDetail.html?id=281793,,
15,Russell Gates Memorial,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,11,Y,47.0234361,-113.3060234,http://fwp.mt.gov/fishing/siteDetail.html?id=280796,,
16,Salmon Fly,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,6,Y,45.62438924,-112.6880488,http://fwp.mt.gov/fishing/siteDetail.html?id=281504,,
17,Snowden Bridge,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,3,N,48.00635372,-104.1032339,http://fwp.mt.gov/fishing/siteDetail.html?id=9669952,,
18,Spite Hill,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,1,Y,47.12112327,-111.9373451,http://fwp.mt.gov/fishing/siteDetail.html?id=282645,,
19,Stuart Mill Bay,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,15,Y,46.17480483,-113.2753686,http://fwp.mt.gov/fishing/siteDetail.html?id=5986103,,
20,Upsata Lake,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,6,Y,47.07304129,-113.2298003,http://fwp.mt.gov/fishing/siteDetail.html?id=280536,,
21,Valley Garden,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,8,Y,45.36725449,-111.705392,http://fwp.mt.gov/fishing/siteDetail.html?id=281545,,
22,Voyagers Rest,boat launch/fishing access/campsite,MT FWP,gravel/river/lake bottom,,5,N,45.99682689,-108.1305942,http://fwp.mt.gov/fishing/siteDetail.html?id=283211,,
23,Bean Lake,boat launch/fishing access/campsite,MT FWP,concrete,,8,Y,47.30081949,-112.4282206,http://fwp.mt.gov/fishing/siteDetail.html?id=282455,,
24,Big Rock,boat launch/fishing access/campsite,MT FWP,hand launch only,,5,N,45.79293098,-109.9644647,http://fwp.mt.gov/fishing/siteDetail.html?id=283046,,
25,Bighorn,boat launch/fishing access/campsite,MT FWP,concrete,,5,Y,45.41459664,-107.7864821,http://fwp.mt.gov/fishing/siteDetail.html?id=283117,,
26,Bonfield,boat launch/fishing access/campsite,MT FWP,concrete,,2,N,46.63138912,-105.5678409,http://fwp.mt.gov/fishing/siteDetail.html?id=283855,,
27,Boulder Forks,boat launch/fishing access/campsite,MT FWP,hand launch only,,5,N,45.65769083,-110.1087198,http://fwp.mt.gov/fishing/siteDetail.html?id=283139,,
28,Brown's Lake,boat launch/fishing access/campsite,MT FWP,concrete,,12,Y,46.94574196,-113.0108488,http://fwp.mt.gov/fishing/siteDetail.html?id=280791,,
29,Buffalo Jump,boat launch/fishing access/campsite,MT FWP,hand launch only,,3,N,45.4363555,-109.7971257,http://fwp.mt.gov/fishing/siteDetail.html?id=283144,,
30,Bynum Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,,4,Y,47.95988779,-112.405435,http://fwp.mt.gov/fishing/siteDetail.html?id=282562,,
31,Castle Rock,boat launch/fishing access/campsite,MT FWP,hand launch only,,10,Y,45.47302609,-109.7410398,http://fwp.mt.gov/fishing/siteDetail.html?id=283171,,
32,Chief Looking Glass,boat launch/fishing access/campsite,MT FWP,hand launch only,,17,Y,46.66165308,-114.0535481,http://fwp.mt.gov/fishing/siteDetail.html?id=280630,,
33,Cliff Swallow,boat launch/fishing access/campsite,MT FWP,hand launch only,,8,N,45.51491726,-109.6320849,http://fwp.mt.gov/fishing/siteDetail.html?id=283174,,
34,Craig,boat launch/fishing access/campsite,MT FWP,concrete,,11,Y,47.07255718,-111.9630362,http://fwp.mt.gov/fishing/siteDetail.html?id=282621,,
35,Dailey Lake,boat launch/fishing access/campsite,MT FWP,concrete,,18,Y,45.26870494,-110.8173188,http://fwp.mt.gov/fishing/siteDetail.html?id=281410,,
36,Deadman's Basin,boat launch/fishing access/campsite,MT FWP,concrete,,20,Y,46.32871644,-109.4320046,http://fwp.mt.gov/fishing/siteDetail.html?id=283279,,
37,Dearborn,boat launch/fishing access/campsite,MT FWP,hand launch only,,1,Y,47.12584864,-111.9073533,http://fwp.mt.gov/fishing/siteDetail.html?id=282624,,
38,Eureka Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,raft slide launch,8,Y,47.87772225,-112.3140706,http://fwp.mt.gov/fishing/siteDetail.html?id=282533,,
39,Fairweather,boat launch/fishing access/campsite,MT FWP,concrete,,3,N,46.02772721,-111.4183128,http://fwp.mt.gov/fishing/siteDetail.html?id=281401,,
40,Fallon Bridge,boat launch/fishing access/campsite,MT FWP,concrete,,1,N,46.85674642,-105.1136059,http://fwp.mt.gov/fishing/siteDetail.html?id=283791,,
41,Fishtrap Creek,boat launch/fishing access/campsite,MT FWP,concrete,,20,Y,45.87065698,-113.2243272,http://fwp.mt.gov/fishing/siteDetail.html?id=281724,,
42,Forest Grove,boat launch/fishing access/campsite,MT FWP,concrete,,4,Y,47.07620651,-114.7614071,http://fwp.mt.gov/fishing/siteDetail.html?id=280686,,
43,General Custer,boat launch/fishing access/campsite,MT FWP,concrete,,1,N,45.92641688,-107.5785897,http://fwp.mt.gov/fishing/siteDetail.html?id=283177,,
44,Glasgow Base Pond,boat launch/fishing access/campsite,MT FWP,hand launch only,,4,N,48.44867359,-106.5769532,http://fwp.mt.gov/fishing/siteDetail.html?id=283561,,
45,Grant Marsh,boat launch/fishing access/campsite,MT FWP,concrete,,1,N,45.84424867,-107.5909732,http://fwp.mt.gov/fishing/siteDetail.html?id=6872214,,
46,Grey Bear,boat launch/fishing access/campsite,MT FWP,concrete,,10,Y,45.78640482,-110.0663524,http://fwp.mt.gov/fishing/siteDetail.html?id=283182,,
47,Hannon Memorial,boat launch/fishing access/campsite,MT FWP,hand launch only,,5,Y,45.97282322,-114.1401013,http://fwp.mt.gov/fishing/siteDetail.html?id=280636,,
48,Harpers Lake,boat launch/fishing access/campsite,MT FWP,hand launch only,,14,Y,47.02159962,-113.3805638,http://fwp.mt.gov/fishing/siteDetail.html?id=280580,,
49,Harrison Lake,boat launch/fishing access/campsite,MT FWP,concrete,,12,Y,45.69941899,-111.7079792,http://fwp.mt.gov/fishing/siteDetail.html?id=281364,,
50,Intake Dam,boat launch/fishing access/campsite,MT FWP,concrete,,15,Y,47.2843204,-104.5193317,http://fwp.mt.gov/fishing/siteDetail.html?id=283784,,
51,Loch Leven,boat launch/fishing access/campsite,MT FWP,concrete,,10,Y,45.4572139,-110.6242243,http://fwp.mt.gov/fishing/siteDetail.html?id=281775,,
52,Mallard's Landing,boat launch/fishing access/campsite,MT FWP,concrete,,1,N,45.52148415,-107.7242734,http://fwp.mt.gov/fishing/siteDetail.html?id=283214,,
53,Mallard's Rest,boat launch/fishing access/campsite,MT FWP,concrete,,8,Y,45.4848249,-110.6216256,http://fwp.mt.gov/fishing/siteDetail.html?id=281780,,
54,Manuel Lisa,boat launch/fishing access/campsite,MT FWP,concrete,,5,N,46.14474693,-107.4660292,http://fwp.mt.gov/fishing/siteDetail.html?id=283219,,
55,Martinsdale Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,,11,Y,46.45061093,-110.282127,http://fwp.mt.gov/fishing/siteDetail.html?id=282542,,
56,Moraine,boat launch/fishing access/campsite,MT FWP,hand launch only,,5,N,45.46295703,-109.7563527,http://fwp.mt.gov/fishing/siteDetail.html?id=283227,,
57,Mountain Palace,boat launch/fishing access/campsite,MT FWP,concrete,,3,Y,47.1625535,-111.8230942,http://fwp.mt.gov/fishing/siteDetail.html?id=282633,,
58,Nilan Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,raft slide launch,6,Y,47.47290879,-112.5197524,http://fwp.mt.gov/fishing/siteDetail.html?id=282583,,
59,Otter Creek,boat launch/fishing access/campsite,MT FWP,concrete,,3,N,45.85508091,-109.9157379,http://fwp.mt.gov/fishing/siteDetail.html?id=283203,,
60,Pelican,boat launch/fishing access/campsite,MT FWP,concrete,,3,N,45.75276452,-109.7676365,http://fwp.mt.gov/fishing/siteDetail.html?id=283230,,
61,Pelican Point,boat launch/fishing access/campsite,MT FWP,concrete,,3,Y,47.20093675,-111.7794874,http://fwp.mt.gov/fishing/siteDetail.html?id=282528,,
62,Pishkun Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,raft slide launch,8,Y,47.6818735,-112.4653272,http://fwp.mt.gov/fishing/siteDetail.html?id=282132,,
63,Powder River Depot,boat launch/fishing access/campsite,MT FWP,hand launch only,,1,N,46.7427114,-105.4317097,http://fwp.mt.gov/fishing/siteDetail.html?id=283974,,
64,Prewett Creek,boat launch/fishing access/campsite,MT FWP,concrete,,7,Y,47.17128575,-111.827038,http://fwp.mt.gov/fishing/siteDetail.html?id=282792,,
65,River Junction,boat launch/fishing access/campsite,MT FWP,primitive,,6,Y,46.98573593,-113.1363657,http://fwp.mt.gov/fishing/siteDetail.html?id=280595,,
66,Rock Creek,boat launch/fishing access/campsite,MT FWP,concrete,,3,N,47.76763327,-106.285876,http://fwp.mt.gov/fishing/siteDetail.html?id=283564,,
67,Rosebud East,boat launch/fishing access/campsite,MT FWP,concrete,,10,Y,46.27389962,-106.6776973,http://fwp.mt.gov/fishing/siteDetail.html?id=283995,,
68,Rosebud Isle,boat launch/fishing access/campsite,MT FWP,hand launch only,,8,N,45.45073911,-109.5067729,http://fwp.mt.gov/fishing/siteDetail.html?id=283241,,
69,Selkirk,boat launch/fishing access/campsite,MT FWP,primitive,,5,N,46.46466661,-110.2237622,http://fwp.mt.gov/fishing/siteDetail.html?id=283060,,
70,Seven Sisters,boat launch/fishing access/campsite,MT FWP,hand launch only,,1,N,47.57379632,-104.2227692,http://fwp.mt.gov/fishing/siteDetail.html?id=6872359,,
71,South Sandstone,boat launch/fishing access/campsite,MT FWP,concrete,,10,N,46.33255572,-104.4741424,http://fwp.mt.gov/fishing/siteDetail.html?id=283867,,
72,Stickney Creek,boat launch/fishing access/campsite,MT FWP,concrete,,4,Y,47.11624927,-111.9457602,http://fwp.mt.gov/fishing/siteDetail.html?id=282650,,
73,Swinging Bridge,boat launch/fishing access/campsite,MT FWP,hand launch only,,5,N,45.58431085,-109.3316211,http://fwp.mt.gov/fishing/siteDetail.html?id=283248,,
74,Thompson Chain-of-Lakes,boat launch/fishing access/campsite,MT FWP,concrete,hand launch only,91,Y,48.0430779,-115.0951888,http://fwp.mt.gov/fishing/siteDetail.html?id=279882,,
75,Thompson Chain-of-Lakes,boat launch/fishing access/campsite,MT FWP,concrete,hand launch only,91,Y,48.04548315,-114.8304643,http://fwp.mt.gov/fishing/siteDetail.html?id=279882,,
76,Twelve Mile Dam,boat launch/fishing access/campsite,MT FWP,primitive,,8,N,46.2468868,-105.7499003,http://fwp.mt.gov/fishing/siteDetail.html?id=283799,,
77,Two Leggins,boat launch/fishing access/campsite,MT FWP,concrete,,1,Y,45.64533796,-107.6586506,http://fwp.mt.gov/fishing/siteDetail.html?id=283251,,
78,Varney Bridge,boat launch/fishing access/campsite,MT FWP,concrete,,8,Y,45.22899639,-111.7519454,http://fwp.mt.gov/fishing/siteDetail.html?id=281353,,
79,Water Birch,boat launch/fishing access/campsite,MT FWP,hand launch only,,10,Y,45.31475548,-109.1919664,http://fwp.mt.gov/fishing/siteDetail.html?id=283254,,
80,Whitebird,boat launch/fishing access/campsite,MT FWP,concrete,,10,Y,45.5752314,-109.3370225,http://fwp.mt.gov/fishing/siteDetail.html?id=283259,,
81,Willow Creek Reservoir,boat launch/fishing access/campsite,MT FWP,concrete,,6,Y,47.54780061,-112.4404468,http://fwp.mt.gov/fishing/siteDetail.html?id=282142,,
82,Wolf Creek Bridge,boat launch/fishing access/campsite,MT FWP,concrete,,5,Y,47.01982632,-112.01111,http://fwp.mt.gov/fishing/siteDetail.html?id=282659,,
83,York's Islands,boat launch/fishing access/campsite,MT FWP,concrete,,10,Y,46.26686551,-111.4935621,http://fwp.mt.gov/fishing/siteDetail.html?id=281598,,
84,Black Sandy,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,46.74486094,-111.8863175,http://stateparks.mt.gov/camping/,,
85,Black Sandy,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,46.74665254,-111.886611,http://stateparks.mt.gov/camping/,,
86,Cooney,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.44318781,-109.2041589,http://stateparks.mt.gov/camping/,,
87,Cooney,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.44053459,-109.2340202,http://stateparks.mt.gov/camping/,,
88,Cooney,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.43527913,-109.2257519,http://stateparks.mt.gov/camping/,,
89,Cooney,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.44073614,-109.209658,http://stateparks.mt.gov/camping/,,
90,Cooney,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.44943813,-109.2157267,http://stateparks.mt.gov/camping/,,
91,Lake Mary Ronan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.92588086,-114.3812975,http://stateparks.mt.gov/camping/,,
92,Logan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.03332941,-115.069,http://stateparks.mt.gov/camping/,,
93,Logan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.03393705,-115.0689066,http://stateparks.mt.gov/camping/,,
94,Logan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.03337757,-115.0673163,http://stateparks.mt.gov/camping/,,
95,Logan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.0327127,-115.0653304,http://stateparks.mt.gov/camping/,,
96,Missouri Headwaters,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.91792243,-111.5021595,http://stateparks.mt.gov/camping/,,
97,Painted Rocks,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.68350428,-114.3002017,http://stateparks.mt.gov/camping/,,
98,Painted Rocks,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.68049325,-114.3020744,http://stateparks.mt.gov/camping/,,
99,Placid Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.12037461,-113.5049442,http://stateparks.mt.gov/camping/,,
100,Placid Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.11742707,-113.50252,http://stateparks.mt.gov/camping/,,
101,Placid Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.11805477,-113.5012166,http://stateparks.mt.gov/camping/,,
102,Salmon Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.09225997,-113.3979565,http://stateparks.mt.gov/camping/,,
103,Salmon Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.09406092,-113.3998894,http://stateparks.mt.gov/camping/,,
104,Tongue River Reservoir,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.09554742,-106.7893609,http://stateparks.mt.gov/camping/,,
105,Tongue River Reservoir,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.10803131,-106.7764639,http://stateparks.mt.gov/camping/,,
106,Tongue River Reservoir,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,45.09422518,-106.7966261,http://stateparks.mt.gov/camping/,,
107,Logan,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.03211343,-115.0665592,http://stateparks.mt.gov/camping/,,
108,Whitefish Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.42491258,-114.3701047,http://stateparks.mt.gov/camping/,,
109,Whitefish Lake,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,48.42505087,-114.3715802,http://stateparks.mt.gov/camping/,,
110,Flathead Lake/Finley Point,boat launch/fishing access/campsite,State of Montana,not reported,,,Y,47.75466037,-114.0856117,http://stateparks.mt.gov/camping/,,
111,Makoshika,campground,State of Montana,,,,Y,47.07367689,-104.6936989,http://stateparks.mt.gov/camping/,,
112,Makoshika,campground,State of Montana,,,,Y,47.05797802,-104.664001,http://stateparks.mt.gov/camping/,,
113,Makoshika,campground,State of Montana,,,,Y,47.03759769,-104.6374621,http://stateparks.mt.gov/camping/,,
114,BALANCED ROCK CAMPGROUND,campground,USFS,,,,N,45.49177,-112.01842,http://www.recreation.gov,,
115,BASIN CANYON CAMPGROUND,campground,USFS,,,,N,45.8555,-112.5479,http://www.recreation.gov,,
116,BEAR CREEK CAMPGROUND,campground,USFS,,,,N,45.1626,-111.55646,http://www.recreation.gov,,
117,BEAVERDAM CAMPGROUND,campground,USFS,,,,Y,45.88291,-112.77771,http://www.recreation.gov,,
118,BELL LAKE JUNCTION DISPERSED SITE,campground,USFS,,,,N,45.56027778,-111.9575,http://www.recreation.gov,,
119,BOULDER CREEK CAMPGROUND,campground,USFS,,,,Y,45.64881,-113.0637,http://www.recreation.gov,,
120,BOY SCOUT FLAT DISPERSED SITE,campground,USFS,,,,N,45.45983333,-112.8658056,http://www.recreation.gov,,
121,BRANHAM LAKES CAMPGROUND,campground,USFS,,,,N,45.51755,-111.98908,http://www.recreation.gov,,
122,BROWNES LAKE DISPERSED SITE,campground,USFS,,,,N,45.52808334,-112.8181111,http://www.recreation.gov,,
123,CABLE MOUNTAIN CAMPGROUND,campground,USFS,,,,Y,46.22094,-113.24323,http://www.recreation.gov,,
124,CANYON CREEK CAMPGROUND,campground,USFS,,,,N,45.62355,-112.94217,http://www.recreation.gov,,
125,CLIFF POINT CAMPGROUND,campground,USFS,,,,Y,44.79308,-111.56688,http://www.recreation.gov,,
126,COPPER CREEK CAMPGROUND,campground,USFS,,,,N,46.06755,-113.54331,http://www.recreation.gov,,
127,COTTONWOOD CAMPGROUND,campground,USFS,,,,N,44.97146,-111.96552,http://www.recreation.gov,,
128,CRYSTAL CREEK CAMPGROUND,campground,USFS,,,,N,46.23448,-113.75007,http://www.recreation.gov,,
129,DELMOE LAKE CAMPGROUND,campground,USFS,,,,Y,45.986667,-112.356111,http://www.recreation.gov,,
130,DINNER STATION CAMPGROUND,campground,USFS,,,,Y,45.42707,-112.90266,http://www.recreation.gov,,
131,EAST CREEK CAMPGROUND,campground,USFS,,,,N,44.55402,-112.66163,http://www.recreation.gov,,
132,EAST FORK CAMPGROUND,campground,USFS,,,,N,46.13995,-113.38871,http://www.recreation.gov,,
133,ELK CREEK DISPERSED,campground,USFS,,,,N,45.59594444,-113.0963056,http://www.recreation.gov,,
134,ELK LAKE DISPERSED SITE,campground,USFS,,,,N,44.66944445,-111.6302778,http://www.recreation.gov,,
135,FLINT CREEK CAMPGROUND,campground,USFS,,,,N,46.23385,-113.30217,http://www.recreation.gov,,
136,FOURTH OF JULY CAMPGROUND,campground,USFS,,,,Y,45.66131,-113.06035,http://www.recreation.gov,,
137,GRASSHOPPER CAMPGROUND,campground,USFS,,,,Y,45.45102,-113.12383,http://www.recreation.gov,,
138,HIDDEN LAKE DISPERSED SITE,campground,USFS,,,,N,44.71416667,-111.6066667,http://www.recreation.gov,,
139,HILLTOP CAMPGROUND,campground,USFS,,,,Y,44.79959,-111.56321,http://www.recreation.gov,,
140,JERRY CREEK DISPERSED SITE,campground,USFS,,,,N,45.83461111,-112.8750833,http://www.recreation.gov,,
141,KITTY CREEK DISPERSED SITE,campground,USFS,,,,N,45.07763889,-113.4239722,http://www.recreation.gov,,
142,LADYSMITH CAMPGROUND,campground,USFS,,,,N,46.25088,-112.40498,http://www.recreation.gov,,
143,LITTLE JOE CAMPGROUND,campground,USFS,,,,Y,45.55792,-113.09271,http://www.recreation.gov,,
144,LODGEPOLE CAMPGROUND-02,campground,USFS,,,,Y,45.64334,-113.07749,http://www.recreation.gov,,
145,LODGEPOLE CAMPGROUND-08,campground,USFS,,,,Y,46.21315,-113.27527,http://www.recreation.gov,,
146,LOWLAND CAMPGROUND,campground,USFS,,,,Y,46.13773,-112.50858,http://www.recreation.gov,,
147,MADISON RIVER CAMPGROUND,campground,USFS,,,,Y,44.87719,-111.57571,http://www.recreation.gov,,
148,MAY CREEK CAMPGROUND,campground,USFS,,,,Y,45.65063,-113.78301,http://www.recreation.gov,,
149,MILL CREEK CAMPGROUND,campground,USFS,,,,N,45.48552,-112.07968,http://www.recreation.gov,,
150,MINER LAKE CAMPGROUND,campground,USFS,,,,Y,45.32407,-113.58388,http://www.recreation.gov,,
151,MONO CREEK CAMPGROUND,campground,USFS,,,,Y,45.53436,-113.07876,http://www.recreation.gov,,
152,MORMON GULCH CAMPGROUND,campground,USFS,,,,N,46.25921,-112.36281,http://www.recreation.gov,,
153,MUSSIGBROD CAMPGROUND,campground,USFS,,,,Y,45.78891,-113.60973,http://www.recreation.gov,,
154,NORTH VAN HOUTEN CAMPGROUND,campground,USFS,,,,N,45.24803,-113.47642,http://www.recreation.gov,,
155,OROFINO CAMPGROUND,campground,USFS,,,,N,46.2623,-112.6074,http://www.recreation.gov,,
156,PETTENGILL CAMPGROUND,campground,USFS,,,,Y,45.68344,-113.05513,http://www.recreation.gov,,
157,PHILIPSBURG BAY CAMPGROUND,campground,USFS,,,,Y,46.20922,-113.29441,http://www.recreation.gov,,
158,PIGEON CREEK CAMPGROUND,campground,USFS,,,,N,45.80036,-112.3965,http://www.recreation.gov,,
159,PINTLER CAMPGROUND,campground,USFS,,,,N,45.83917,-113.43394,http://www.recreation.gov,,
160,POTOSI CAMPGROUND,campground,USFS,,,,N,45.57328,-111.90435,http://www.recreation.gov,,
161,PRICE CREEK CAMPGROUND,campground,USFS,,,,Y,44.63659,-112.15716,http://www.recreation.gov,,
162,RACETRACK CAMPGROUND,campground,USFS,,,,N,46.28396,-112.94056,http://www.recreation.gov,,
163,RESERVOIR LAKE CAMPGROUND,campground,USFS,,,,Y,45.12381,-113.44822,http://www.recreation.gov,,
164,RIVERVIEW CAMPGROUND,campground,USFS,,,,Y,44.8842,-111.5768,http://www.recreation.gov,,
165,ROCK CREEK DISP SITE,campground,USFS,,,,N,45.52462223,-112.8460778,http://www.recreation.gov,,
166,SACAJAWEA MEMORIAL CAMPGROUND,campground,USFS,,,,N,44.9699,-113.43917,http://www.recreation.gov,,
167,SEYMOUR CREEK CAMPGROUND,campground,USFS,,,,N,45.98318,-113.18923,http://www.recreation.gov,,
168,SOUTH BOULDER UPPER DISPERSED SITE,campground,USFS,,,,N,45.62944445,-112.0336111,http://www.recreation.gov,,
169,SOUTH VAN HOUTEN CAMPGROUND,campground,USFS,,,,N,45.24451,-113.4755,http://www.recreation.gov,,
170,SPILLWAY CAMPGROUND,campground,USFS,,,,N,46.1264,-113.38719,http://www.recreation.gov,,
171,SPRING HILL CAMPGROUND,campground,USFS,,,,Y,46.17354,-113.17656,http://www.recreation.gov,,
172,STEEL CREEK CAMPGROUND,campground,USFS,,,,N,45.603415,-113.336572,http://www.recreation.gov,,
173,STONY CAMPGROUND,campground,USFS,,,,N,46.345155,-113.61116,http://www.recreation.gov,,
174,SURESHOT DISPERSED SITE,campground,USFS,,,,N,45.54944444,-111.9125,http://www.recreation.gov,,
175,TOLL MOUNTAIN CAMPGROUND,campground,USFS,,,,N,45.84567,-112.3666,http://www.recreation.gov,,
176,TWIN LAKES CAMPGROUND,campground,USFS,,,,Y,45.41418,-113.6885,http://www.recreation.gov,,
177,VIG/BRUNT CREEK/COTTONWOOD ROAD REST AREAS,campground,USFS,,,,N,44.9736,-111.9735,http://www.recreation.gov,,
178,WADE LAKE CAMPGROUND,campground,USFS,,,,Y,44.80532,-111.57202,http://www.recreation.gov,,
179,WARM SPRINGS CAMPGROUND,campground,USFS,,,,N,46.19906,-113.16301,http://www.recreation.gov,,
180,WARM SPRINGS DISPERSED SITE,campground,USFS,,,,N,45.04,-111.9338889,http://www.recreation.gov,,
181,WEST FORK CAMPGROUND,campground,USFS,,,,Y,44.88344,-111.57975,http://www.recreation.gov,,
182,WEST FORK CORRIDOR/SMITH LAKE & SOAP CREEK,campground,USFS,,,,N,44.8533,-111.5799,http://www.recreation.gov,,
183,WHITEHOUSE CAMPGROUND,campground,USFS,,,,N,46.25895,-112.47877,http://www.recreation.gov,,
184,WILLOW CAMPGROUND,campground,USFS,,,,Y,45.63449,-113.08011,http://www.recreation.gov,,
185,ALTA CAMPGROUND,campground,USFS,,,,Y,45.62416667,-114.3011111,http://www.recreation.gov,,
186,BLACK BEAR CAMPGROUND,campground,USFS,,,,N,46.16638889,-113.9205556,http://www.recreation.gov,,
187,BLODGETT CAMPGROUND,campground,USFS,,,,N,46.26972222,-114.2441667,http://www.recreation.gov,,
188,CHARLES WATERS CAMPGROUND,campground,USFS,,,,Y,46.57555556,-114.1397222,http://www.recreation.gov,,
189,CRAZY CREEK CAMPGROUND,campground,USFS,,,,Y,45.81,-114.0680556,http://www.recreation.gov,,
190,DEEP CREEK CAMPGROUND,campground,USFS,,,,N,45.71416667,-114.7083333,http://www.recreation.gov,,
191,GOLD CREEK CAMPGROUND,campground,USFS,,,,N,46.3975,-113.9013889,http://www.recreation.gov,,
192,INDIAN CREEK CAMPGROUND,campground,USFS,,,,N,45.78916667,-114.7625,http://www.recreation.gov,,
193,INDIAN TREES CAMPGROUND,campground,USFS,,,,Y,45.75583333,-113.9533333,http://www.recreation.gov,,
194,JENNINGS CAMP CAMPGROUND,campground,USFS,,,,N,45.89638889,-113.8186111,http://www.recreation.gov,,
195,LAKE COMO CAMPGROUND,campground,USFS,,,,Y,46.06888889,-114.2363889,http://www.recreation.gov,,
