OBJECTID_1,OBJECTID,Campground,Type,Managed_by,Ramp_Type,Ramp_Type2,Num_sites,Fee,Lat,Long,Website,Transparen,SymbolID
412,546,TROUT CR CG,campground,USFS, , ,0,Y,47.11849,-114.86774,http://www.recreation.gov,0, 
413,547,W. FK. FISHTRAP CR CG,campground,USFS, , ,0,N,47.53104,-115.25834,http://www.recreation.gov,0, 
414,610,Bearpaw Lake,fishing access/campsite,MT FWP, , ,17,Y,48.31699333,-109.6577504,http://fwp.mt.gov/fishing/siteDetail.html?id=283551,0, 
415,611,Big Pine,fishing access/campsite,MT FWP, , ,5,Y,46.98956474,-114.6626048,http://fwp.mt.gov/fishing/siteDetail.html?id=280533,0, 
416,612,Bull Springs,fishing access/campsite,MT FWP, , ,1,N,45.27849698,-109.2095883,http://fwp.mt.gov/fishing/siteDetail.html?id=283152,0, 
417,613,Clearwater Crossing,fishing access/campsite,MT FWP, , ,6,Y,47.00106214,-113.3800065,http://fwp.mt.gov/fishing/siteDetail.html?id=561571,0, 
418,614,Cole Ponds,fishing access/campsite,MT FWP, , ,3,N,48.53904823,-107.4684258,http://fwp.mt.gov/fishing/siteDetail.html?id=283515,0, 
419,615,Forks,fishing access/campsite,MT FWP, , ,5,N,46.92624603,-114.7014031,http://fwp.mt.gov/fishing/siteDetail.html?id=280692,0, 
420,616,Horsethief Station,fishing access/campsite,MT FWP, , ,8,N,45.2373964,-109.2317965,http://fwp.mt.gov/fishing/siteDetail.html?id=283190,0, 
421,617,Island Lake,fishing access/campsite,MT FWP, , ,1,N,48.23289277,-114.9761987,http://fwp.mt.gov/fishing/siteDetail.html?id=2045575,0, 
422,618,Lichen Cliff,fishing access/campsite,MT FWP, , ,2,Y,46.93877319,-112.1217229,http://fwp.mt.gov/fishing/siteDetail.html?id=282630,0, 
423,619,Meadow Lake,fishing access/campsite,MT FWP, , ,9,N,45.44336041,-111.7079706,http://fwp.mt.gov/fishing/siteDetail.html?id=281398,0, 
424,620,Monture Creek,fishing access/campsite,MT FWP, , ,5,Y,47.03647894,-113.2198568,http://fwp.mt.gov/fishing/siteDetail.html?id=280763,0, 
425,621,Ninemile Prairie,fishing access/campsite,MT FWP, , ,3,Y,46.94439203,-113.5027562,http://fwp.mt.gov/fishing/siteDetail.html?id=280932,0, 
426,622,Paradise,fishing access/campsite,MT FWP, , ,3,N,45.42045048,-110.6366432,http://fwp.mt.gov/fishing/siteDetail.html?id=281448,0, 
427,623,Prickly Pear,fishing access/campsite,MT FWP, , ,1,Y,46.92986742,-112.1223416,http://fwp.mt.gov/fishing/siteDetail.html?id=282636,0, 
428,624,Raynolds' Pass,fishing access/campsite,MT FWP, , ,6,N,44.82870796,-111.4793225,http://fwp.mt.gov/fishing/siteDetail.html?id=281507,0, 
429,625,Sunny Brook Springs,fishing access/campsite,MT FWP, , ,1,N,45.30887384,-110.89089,http://fwp.mt.gov/fishing/siteDetail.html?id=2971777,0, 
430,626,Thibodeau,fishing access/campsite,MT FWP, , ,8,Y,46.95251837,-113.6119058,http://fwp.mt.gov/fishing/siteDetail.html?id=-6,0, 
431,627,SPOTTED BEAR CAMPGROUND,fishing access/campsite,USFS, , ,0,Y,47.9256,-113.5275821,http://www.recreation.gov,0, 
